PLAYERPLAYER,ABAB,BBBB,SOSO,SBSB,CSCS,AVGAVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
2787MiguelM VargasVargas3B2787???,948,114,216,11,3,0.203,0.107344633,0.203389831,0.013182674,0.785714286,Sheet1
2787?scar? MercadoMercadoRF2787???,890,60,186,29,8,0.237,0.063157895,0.195789474,0.038947368,0.783783784,Sheet1
2787DonnieD HillHill2B2787???,2307,175,225,22,11,0.257,0.070507655,0.090652699,0.013295729,0.666666667,Sheet1
2787MikeM HershbergerHershbergerRF2787???,3572,319,311,74,36,0.252,0.081984066,0.079928039,0.028270368,0.672727273,Sheet1
2787BobbyB BrownBrownLF2787???,1277,94,238,110,34,0.245,0.068563093,0.173595915,0.105032823,0.763888889,Sheet1
2787TedT. StrongStrongX2787???,892,144,1,30,0,0.331,0.138996139,0.000965251,0.028957529,1,Sheet1
2787HeinieH GrohGroh3B2787???,6074,696,345,180,66,0.292,0.102806499,0.050960118,0.03633678,0.731707317,Sheet1
2787RogerR BresnahanBresnahanC2787???,4481,714,99,212,3,0.279,0.137439846,0.019056785,0.041385948,0.986046512,Sheet1
2787ValV PicinichPicinichC2787???,2877,314,382,31,9,0.258,0.098401755,0.119711689,0.012535255,0.775,Sheet1
2787JesseJ GonderGonderC2787???,876,72,184,1,2,0.251,0.075949367,0.194092827,0.003164557,0.333333333,Sheet1
2787MattM BattsBattsC2787???,1605,143,163,6,4,0.269,0.08180778,0.093249428,0.005720824,0.6,Sheet1
2787MasynM WinnWinnSS2787???,1163,82,226,22,11,0.253,0.065863454,0.181526104,0.026506024,0.666666667,Sheet1
2787TylerT WhiteWhite1B2787???,760,87,208,1,2,0.236,0.102715466,0.245572609,0.003541913,0.333333333,Sheet1
2787JoseJ MoralesMoralesDH2787???,1305,89,182,0,4,0.287,0.06384505,0.130559541,0.00286944,0,Sheet1
2787BobB ColuccioColuccioRF2787???,1095,128,203,33,21,0.22,0.10466067,0.165985282,0.04415372,0.611111111,Sheet1
2787MikeM BrosseauBrosseau3B2787???,582,48,191,7,0,0.242,0.076190476,0.303174603,0.011111111,1,Sheet1
2787SteveS BorosBoros3B2787???,1255,181,174,11,6,0.245,0.126044568,0.121169916,0.01183844,0.647058824,Sheet1
2842JaredJ SandbergSandberg3B2842???,630,65,236,4,2,0.221,0.09352518,0.339568345,0.008633094,0.666666667,Sheet1
2842JerryJ WillardWillardC2842???,783,83,161,1,1,0.249,0.095842956,0.18591224,0.002309469,0.5,Sheet1
2842GailG HopkinsHopkins1B2842???,1219,160,83,6,4,0.266,0.116026106,0.060188542,0.007251632,0.6,Sheet1
2842JoeJ McEwingMcEwing2B2842???,1767,113,352,33,20,0.251,0.060106383,0.187234043,0.028191489,0.622641509,Sheet1
2842AddisonA BargerBarger3B2842???,582,40,159,5,1,0.232,0.064308682,0.25562701,0.009646302,0.833333333,Sheet1
2842DennyD HockingHockingSS2842???,2358,205,442,36,27,0.251,0.079984393,0.172454155,0.02458057,0.571428571,Sheet1
2842WhiteyW HerzogHerzogRF2842???,1614,241,261,13,18,0.257,0.129919137,0.140700809,0.01671159,0.419354839,Sheet1
2842FredF HatfieldHatfield3B2842???,2039,248,247,15,14,0.242,0.108439003,0.108001749,0.012680367,0.517241379,Sheet1
2842BernieB NeisNeisCF2842???,1825,201,186,46,39,0.272,0.099210267,0.091806515,0.04195459,0.541176471,Sheet1
2842MarkM BrouhardBrouhardLF2842???,909,53,183,2,11,0.259,0.055093555,0.19022869,0.013513514,0.153846154,Sheet1
2842ErnieE ClementClement3B2842???,1228,52,145,17,9,0.258,0.040625,0.11328125,0.0203125,0.653846154,Sheet1
2842BillB NahorodnyNahorodnyC2842???,844,56,118,1,4,0.241,0.062222222,0.131111111,0.005555556,0.2,Sheet1
2842ChrisC HerrmannHerrmannC2842???,887,94,272,10,1,0.205,0.095820591,0.277268094,0.011213048,0.909090909,Sheet1
2842GeorgeG CutshawCutshaw2B2842???,5621,300,242,271,68,0.265,0.050667117,0.040871474,0.057253842,0.799410029,Sheet1
2842TerrmelT SledgeSledgeLF2842???,705,82,151,6,6,0.247,0.104193139,0.191867853,0.015247776,0.5,Sheet1
2842WaltW WeissWeissSS2842???,4686,658,658,96,35,0.258,0.123128743,0.123128743,0.024513473,0.732824427,Sheet1
2842LennL SakataSakata2B2842???,1289,97,158,30,17,0.23,0.06998557,0.113997114,0.033910534,0.638297872,Sheet1
2842FrankF BaumholtzBaumholtzRF2842???,3477,258,258,30,20,0.29,0.069076305,0.069076305,0.013386881,0.6,Sheet1
2842VanceV WilsonWilsonC2842???,953,46,189,2,8,0.25,0.046046046,0.189189189,0.01001001,0.2,Sheet1
2842JakeJ GibbsGibbsC2842???,1639,120,231,28,22,0.233,0.06822058,0.131324616,0.028425242,0.56,Sheet1
2842BrentB GatesGates2B2842???,2329,225,349,18,13,0.264,0.088097103,0.136648395,0.012137823,0.580645161,Sheet1
2842CurtC MottonMottonLF2842???,567,86,116,5,7,0.213,0.131699847,0.177641654,0.018376723,0.416666667,Sheet1
2842JerryJ MosesMosesC2842???,1072,63,184,1,4,0.251,0.055506608,0.162114537,0.004405286,0.2,Sheet1
2890FrankF ParkinsonParkinson2B2890???,1311,95,233,9,13,0.256,0.067567568,0.16571835,0.015647226,0.409090909,Sheet1
2890NormN MillerMillerRF2890???,1364,160,265,16,10,0.238,0.104986877,0.173884514,0.017060367,0.615384615,Sheet1
2890OrlandoO MillerMillerSS2890???,943,43,223,8,11,0.259,0.043610548,0.226166329,0.019269777,0.421052632,Sheet1
2890TimT BogarBogarSS2890???,1516,143,272,13,12,0.228,0.086196504,0.163954189,0.015069319,0.52,Sheet1
2890DuaneD WalkerWalkerOF2890???,861,103,190,25,10,0.229,0.106846473,0.197095436,0.036307054,0.714285714,Sheet1
2890DavidD FryFry1B2890???,553,58,161,7,1,0.237,0.09492635,0.263502455,0.01309329,0.875,Sheet1
2890JackJ DittmerDittmer2B2890???,1218,77,102,2,1,0.232,0.059459459,0.078764479,0.002316602,0.666666667,Sheet1
2890BobB ChanceChance1B2890???,747,68,195,3,5,0.261,0.083435583,0.239263804,0.009815951,0.375,Sheet1
2890EddieE WaitkusWaitkus1B2890???,4254,372,204,28,8,0.285,0.080415045,0.044098573,0.007782101,0.777777778,Sheet1
2890MaikelM GarciaGarcia3B2890???,1549,130,295,82,18,0.265,0.07742704,0.175699821,0.059559261,0.82,Sheet1
2963BradB KomminskKomminskRF2963???,986,114,258,39,20,0.218,0.103636364,0.234545455,0.053636364,0.661016949,Sheet1
2963ChrisC TrubyTruby3B2963???,819,38,205,5,5,0.231,0.044340723,0.239206534,0.011668611,0.5,Sheet1
2963DuaneD JosephsonJosephsonC2963???,1505,92,174,4,10,0.258,0.057608015,0.108954289,0.008766437,0.285714286,Sheet1
2963RyanR RuaRuaLF2963???,696,45,231,15,3,0.236,0.060728745,0.311740891,0.024291498,0.833333333,Sheet1
2963KevinK JordanJordan3B2963???,1409,73,181,2,3,0.258,0.04925776,0.122132254,0.003373819,0.4,Sheet1
2963JakeJ JonesJones1B2963???,790,69,130,8,4,0.229,0.08032596,0.151338766,0.013969732,0.666666667,Sheet1
2963ConnorC WongWongC2963???,1015,67,304,18,10,0.248,0.061922366,0.280961183,0.025878004,0.642857143,Sheet1
2963CharlieC BerryBerryC2963???,2018,160,196,13,5,0.267,0.073461892,0.089990817,0.008264463,0.722222222,Sheet1
2963LuisL GonzalezGonzalez2B2963???,875,39,157,5,10,0.283,0.042669584,0.171772429,0.016411379,0.333333333,Sheet1
2963KevinK StockerStockerSS2963???,2773,313,541,45,28,0.254,0.101425794,0.175307842,0.023655217,0.616438356,Sheet1
2963BrayanB Pe?aPe?aC2963???,1807,105,214,6,7,0.259,0.054916318,0.111924686,0.006799163,0.461538462,Sheet1
2963TravisT IshikawaIshikawa1B2963???,944,85,257,3,2,0.255,0.08260447,0.249757046,0.004859086,0.6,Sheet1
3001ConnorC WongWongC3001???,1015,67,304,18,10,0.248,0.061922366,0.280961183,0.025878004,0.642857143,Sheet1
3001HalH SmithSmithC3001???,1697,102,128,6,8,0.258,0.056698166,0.071150639,0.007782101,0.428571429,Sheet1
3001DaveD RobertsRobertsCF3001???,2707,307,362,243,58,0.266,0.101857996,0.120106171,0.099867286,0.80730897,Sheet1
3001PrestonP TuckerTuckerLF3001???,600,41,151,0,2,0.222,0.063962559,0.235569423,0.003120125,0,Sheet1
3001LuisL GonzalezGonzalez2B3001???,875,39,157,5,10,0.283,0.042669584,0.171772429,0.016411379,0.333333333,Sheet1
3001TedT SizemoreSizemore2B3001???,5011,469,350,59,46,0.262,0.085583942,0.063868613,0.019160584,0.561904762,Sheet1
3001DonD KellyKellyLF3001???,1098,92,171,16,2,0.23,0.077310924,0.143697479,0.01512605,0.888888889,Sheet1
3001LymanL BostockBostockCF3001???,2004,171,174,45,28,0.311,0.07862069,0.08,0.033563218,0.616438356,Sheet1
3001BrayanB Pe?aPe?aC3001???,1807,105,214,6,7,0.259,0.054916318,0.111924686,0.006799163,0.461538462,Sheet1
3001ChrisC TrubyTruby3B3001???,819,38,205,5,5,0.231,0.044340723,0.239206534,0.011668611,0.5,Sheet1
3001BillB BarrettBarrettRF3001???,2395,209,239,80,50,0.288,0.080261137,0.091781874,0.049923195,0.615384615,Sheet1
3001ChrisC BurkeBurke2B3001???,1267,113,243,40,11,0.239,0.081884058,0.176086957,0.036956522,0.784313725,Sheet1
3001MattM ThaissThaissC3001???,819,126,272,7,1,0.21,0.133333333,0.287830688,0.008465608,0.875,Sheet1
3016ReidR NicholsNicholsCF3016???,1160,99,149,27,21,0.266,0.078633836,0.118347895,0.038125496,0.5625,Sheet1
3016MarcM NewfieldNewfieldLF3016???,957,69,162,1,4,0.249,0.067251462,0.157894737,0.004873294,0.2,Sheet1
3016BrandonB DixonDixon3B3016???,615,29,219,6,1,0.224,0.045031056,0.340062112,0.010869565,0.857142857,Sheet1
3016HanserH AlbertoAlberto3B3016???,1404,36,182,12,7,0.269,0.025,0.126388889,0.013194444,0.631578947,Sheet1
3016HeinieH MuellerMuellerCF3016???,2118,168,147,37,18,0.282,0.073490814,0.064304462,0.024059493,0.672727273,Sheet1
3016LyleL MoutonMoutonRF3016???,805,71,209,9,4,0.28,0.081050228,0.238584475,0.014840183,0.692307692,Sheet1
3016BillB SarniSarniC3016???,1182,89,135,6,5,0.263,0.070023603,0.106215578,0.008654603,0.545454545,Sheet1
3016NelsonN SantoveniaSantoveniaC3016???,884,59,165,4,7,0.233,0.062566278,0.174973489,0.011664899,0.363636364,Sheet1
3016EzequielE DuranDuranSS3016???,1019,55,276,20,9,0.252,0.051210428,0.25698324,0.027001862,0.689655172,Sheet1
3016FelixF MillanMillan2B3016???,5791,318,242,67,43,0.279,0.052054346,0.039613685,0.01800622,0.609090909,Sheet1
3094JerryJ WhiteWhiteCF3094???,1196,148,174,57,28,0.253,0.110119048,0.129464286,0.063244048,0.670588235,Sheet1
3094ChristianC Encarnacion-StrandEncarnacion-Strand1B3094???,468,21,136,2,2,0.233,0.042944785,0.278118609,0.008179959,0.5,Sheet1
3094NickN SolakSolak1B3094???,876,74,199,19,8,0.25,0.077894737,0.209473684,0.028421053,0.703703704,Sheet1
3094BiffB PocorobaPocorobaC3094???,1457,182,109,6,8,0.257,0.111043319,0.066503966,0.008541794,0.428571429,Sheet1
3094AlA SpanglerSpanglerLF3094???,2267,295,234,37,32,0.262,0.115144418,0.091334895,0.026932084,0.536231884,Sheet1
3094BuckB WeaverWeaverSS3094???,4809,183,303,172,70,0.272,0.036658654,0.060697115,0.048477564,0.710743802,Sheet1
3094RileyR AdamsAdamsC3094???,695,62,246,2,1,0.22,0.081902246,0.324966975,0.003963012,0.666666667,Sheet1
3094DominicD CanzoneCanzoneRF3094???,525,41,128,4,1,0.234,0.072438163,0.22614841,0.008833922,0.8,Sheet1
3094JohnJ WathanWathanC3094???,2505,199,265,105,36,0.262,0.073594675,0.098002959,0.05214497,0.744680851,Sheet1
3094GaryG PettisPettisCF3094???,3630,521,959,354,104,0.236,0.125511925,0.231028668,0.110334859,0.772925764,Sheet1
3094BradleyB ZimmerZimmerCF3094???,859,76,331,42,8,0.213,0.081283422,0.354010695,0.053475936,0.84,Sheet1
3094HalH BreedenBreeden1B3094???,608,69,107,0,2,0.243,0.101920236,0.158050222,0.00295421,0,Sheet1
3094RubenR MateoMateoRF3094???,876,49,189,11,1,0.25,0.052972973,0.204324324,0.012972973,0.916666667,Sheet1
3094BobB BoydBoyd1B3094???,2078,177,114,18,17,0.298,0.078492239,0.050554324,0.015521064,0.514285714,Sheet1
3094HankH GowdyGowdyC3094???,2735,311,247,59,7,0.27,0.102101116,0.081089954,0.021667761,0.893939394,Sheet1
3158GeneG RobertsonRobertson3B3158???,2200,205,79,29,22,0.28,0.085239085,0.032848233,0.021205821,0.568627451,Sheet1
3158KevinK RobersonRobersonRF3158???,309,27,93,0,2,0.197,0.080357143,0.276785714,0.005952381,0,Sheet1
3158CarlosC Corpor?nCorpor?nC3158???,701,44,205,0,1,0.218,0.059060403,0.275167785,0.001342282,0,Sheet1
3158BillyB RipkenRipken2B3158???,2729,174,332,25,16,0.247,0.059937995,0.114364451,0.014123321,0.609756098,Sheet1
3158JoeyJ RickardRickardRF3158???,904,61,223,20,6,0.246,0.063212435,0.231088083,0.026943005,0.769230769,Sheet1
3158SteveS LombardozziLombardozzi2B3158???,1264,131,206,13,9,0.233,0.09390681,0.147670251,0.015770609,0.590909091,Sheet1
3158JuanJ YepezYepez1B3158???,539,38,123,2,2,0.258,0.065857886,0.213171577,0.006932409,0.5,Sheet1
3158MauryM WillsWillsSS3158???,7588,552,684,586,208,0.281,0.067813268,0.084029484,0.097542998,0.738035264,Sheet1
3158SteveS SwisherSwisherC3158???,1414,118,322,4,4,0.216,0.077023499,0.210182768,0.005221932,0.5,Sheet1
3158TsuyoshiT ShinjoShinjoCF3158???,876,55,128,9,6,0.245,0.059076262,0.137486574,0.016111708,0.6,Sheet1
3158AlexA CallCallRF3158???,821,112,172,19,13,0.244,0.120042872,0.184351554,0.034297964,0.59375,Sheet1
3158RickR RenickRenick3B3158???,553,63,142,0,4,0.221,0.102272727,0.230519481,0.006493506,0,Sheet1
3158JacksonJ HollidayHolliday2B3158???,677,53,189,16,9,0.227,0.07260274,0.25890411,0.034246575,0.64,Sheet1
3158JeffJ RebouletReboulet2B3158???,2229,292,401,22,15,0.24,0.115827053,0.159063864,0.014676716,0.594594595,Sheet1
3158CaseyC SchmittSchmitt3B3158???,585,38,148,2,1,0.227,0.060995185,0.237560193,0.004815409,0.666666667,Sheet1
3158OswaldoO CabreraCabrera3B3158???,858,72,204,15,5,0.234,0.077419355,0.219354839,0.021505376,0.75,Sheet1
3158MarkM BelangerBelangerSS3158???,5784,576,839,167,75,0.228,0.090566038,0.131918239,0.038050314,0.690082645,Sheet1
3158HumbertoH QuinteroQuinteroC3158???,1346,47,294,1,3,0.234,0.033740129,0.211055276,0.0028715,0.25,Sheet1
3158GorkysG Hern?ndezHern?ndezCF3158???,988,79,253,29,12,0.23,0.074039363,0.237113402,0.038425492,0.707317073,Sheet1
3158SantiagoS EspinalEspinal3B3158???,1613,125,242,28,10,0.262,0.071921749,0.139240506,0.021864212,0.736842105,Sheet1
3158CurtisC PridePrideLF3158???,796,85,211,29,14,0.25,0.096481271,0.239500568,0.048808173,0.674418605,Sheet1
3158BobB JonesJonesRF3158???,603,50,117,5,4,0.221,0.076569678,0.179173047,0.013782542,0.555555556,Sheet1
3158TravisT BuckBuckRF3158???,810,78,186,8,3,0.243,0.087837838,0.209459459,0.012387387,0.727272727,Sheet1
3158JoeJ GinsbergGinsbergC3158???,1716,226,135,7,5,0.241,0.116374871,0.069515963,0.006179197,0.583333333,Sheet1
3158PatsyP GharrityGharrityC3158???,1961,188,231,32,13,0.262,0.08748255,0.107491857,0.020939972,0.711111111,Sheet1
3158MikeM GoliatGoliat2B3158???,825,83,127,3,1,0.225,0.091409692,0.139867841,0.004405286,0.75,Sheet1
3158LukeL SewellSewellC3158???,5383,486,307,65,44,0.259,0.082807974,0.052308741,0.018572159,0.596330275,Sheet1
3158DougD FrobelFrobelRF3158???,542,55,155,13,10,0.201,0.092127303,0.259631491,0.038525963,0.565217391,Sheet1
3158BillB NorthNorthCF3158???,3900,627,665,395,162,0.261,0.138502319,0.146896399,0.123039541,0.709156194,Sheet1
3158LarvellL BlanksBlanksSS3158???,1766,132,178,9,7,0.253,0.069546891,0.093782929,0.008429926,0.5625,Sheet1
3158GabrielG MorenoMorenoC3158???,905,88,172,10,4,0.28,0.088620342,0.173212487,0.014098691,0.714285714,Sheet1
3242AlanA BannisterBannister2B3242???,3007,292,318,108,37,0.27,0.08851167,0.096392846,0.043952713,0.744827586,Sheet1
3242WilmerW DifoDifoSS3242???,1179,106,258,24,5,0.25,0.082490272,0.20077821,0.022568093,0.827586207,Sheet1
3242EdE Fitz GeraldFitz GeraldC3242???,2086,185,235,9,6,0.26,0.081461911,0.103478644,0.00660502,0.6,Sheet1
3242JimJ FiniganFinigan3B3242???,1600,190,176,8,13,0.264,0.106145251,0.098324022,0.011731844,0.380952381,Sheet1
3242YadielY HernandezHernandezLF3242???,595,42,145,5,1,0.267,0.065934066,0.227629513,0.009419152,0.833333333,Sheet1
3242KyleK GarlickGarlickLF3242???,347,21,117,1,0,0.225,0.057065217,0.317934783,0.002717391,1,Sheet1
3242AaronA MilesMiles2B3242???,2827,162,294,30,18,0.281,0.054198729,0.098360656,0.016058883,0.625,Sheet1
3242ChuckC CottierCottier2B3242???,1584,137,248,28,10,0.22,0.079604881,0.144102266,0.022080186,0.736842105,Sheet1
3242GaryG AllensonAllensonC3242???,1061,130,192,3,7,0.221,0.109151973,0.161209068,0.008396306,0.3,Sheet1
3242AustinA WynnsWynnsC3242???,724,40,184,2,0,0.239,0.052356021,0.240837696,0.002617801,1,Sheet1
3242BillB VossVossRF3242???,1177,117,167,15,11,0.227,0.090417311,0.129057187,0.020092736,0.576923077,Sheet1
3242DrewD ButeraButeraC3242???,1337,88,322,0,1,0.196,0.061754386,0.225964912,0.000701754,0,Sheet1
3242BrianB BogusevicBogusevicRF3242???,748,72,204,24,7,0.238,0.087804878,0.248780488,0.037804878,0.774193548,Sheet1
3242BrooksB ConradConrad3B3242???,460,43,166,7,1,0.2,0.085487078,0.330019881,0.015904573,0.875,Sheet1
3242JoshJ VanMeterVanMeter2B3242???,743,88,208,17,5,0.206,0.10589651,0.250300842,0.026474128,0.772727273,Sheet1
3242BillyB GoodmanGoodman2B3242???,5644,669,329,37,30,0.3,0.105971804,0.052114684,0.010613021,0.552238806,Sheet1
3242CraigC GrebeckGrebeck2B3242???,1988,228,274,4,11,0.261,0.102888087,0.123646209,0.006768953,0.266666667,Sheet1
3242ReneR GonzalesGonzales3B3242???,1539,161,230,23,16,0.239,0.094705882,0.135294118,0.022941176,0.58974359,Sheet1
3242AndyA SheetsSheetsSS3242???,960,76,275,16,7,0.216,0.073359073,0.265444015,0.022200772,0.695652174,Sheet1
3242MiltM BollingBollingSS3242???,1161,114,188,5,12,0.241,0.089411765,0.14745098,0.013333333,0.294117647,Sheet1
3242BobbyB ClarkClarkLF3242???,967,55,199,4,8,0.239,0.053816047,0.194716243,0.011741683,0.333333333,Sheet1
3242FreddyF GarciaGarcia3B3242???,401,33,121,0,3,0.222,0.076036866,0.278801843,0.006912442,0,Sheet1
3242JTJ RiddleRiddleSS3242???,745,39,173,1,5,0.223,0.049744898,0.220663265,0.007653061,0.166666667,Sheet1
3242FreddyF FerminFerminC3242???,816,53,165,3,3,0.268,0.060989643,0.189873418,0.006904488,0.5,Sheet1
3242MarkM ChristmanChristman3B3242???,3081,219,179,17,17,0.253,0.066363636,0.054242424,0.01030303,0.5,Sheet1
3242AndrewA KniznerKniznerC3242???,865,66,213,4,1,0.208,0.070891515,0.228786251,0.005370569,0.8,Sheet1
3242JoseJ UribeUribeSS3242???,3064,256,425,74,46,0.241,0.077108434,0.128012048,0.036144578,0.616666667,Sheet1
3326DallasD McPhersonMcPherson3B3326???,386,27,133,5,3,0.241,0.065375303,0.322033898,0.01937046,0.625,Sheet1
3326JamesJ MoutonMoutonLF3326???,1570,174,338,109,41,0.246,0.099770642,0.193807339,0.086009174,0.726666667,Sheet1
3326JolbertJ CabreraCabreraLF3326???,1406,73,241,38,16,0.257,0.049357674,0.162947938,0.036511156,0.703703704,Sheet1
3326HectorH TorresTorresSS3326???,1738,104,229,7,11,0.216,0.056460369,0.12432139,0.009771987,0.388888889,Sheet1
3326BrandonB WoodWood3B3326???,700,32,218,5,0,0.186,0.043715847,0.297814208,0.006830601,1,Sheet1
3326HeinieH SandSandSS3326???,3033,382,340,21,8,0.258,0.111859444,0.099560761,0.008491947,0.724137931,Sheet1
3326RyanR NodaNoda1B3326???,548,102,232,4,1,0.203,0.156923077,0.356923077,0.007692308,0.8,Sheet1
3326JoeyJ MeyerMeyerDH3326???,474,35,124,1,1,0.251,0.068762279,0.243614931,0.003929273,0.5,Sheet1
3326MikeM MenoskyMenoskyLF3326???,2465,295,290,90,36,0.278,0.106884058,0.105072464,0.045652174,0.714285714,Sheet1
3326DannD BilardelloBilardelloC3326???,949,65,170,4,4,0.204,0.064102564,0.16765286,0.007889546,0.5,Sheet1
3326ChrisC CannizzaroCannizzaroC3326???,1950,241,354,3,17,0.235,0.109995436,0.161570059,0.009128252,0.15,Sheet1
3326SchoolboyS RoweRoweP3326???,909,86,157,3,2,0.263,0.086432161,0.157788945,0.005025126,0.6,Sheet1
3326BuddyB RosarRosarC3326???,3198,315,161,17,18,0.261,0.089666951,0.045829775,0.009962995,0.485714286,Sheet1
3326ChitoC MartinezMartinezRF3326???,429,46,102,1,2,0.259,0.096842105,0.214736842,0.006315789,0.333333333,Sheet1
3326ElliottE MaddoxMaddoxCF3326???,2843,409,358,60,54,0.261,0.125768758,0.110086101,0.035055351,0.526315789,Sheet1
3326WhiteyW WittWittOF3326???,4171,489,309,78,41,0.287,0.104935622,0.066309013,0.025536481,0.655462185,Sheet1
3326TonyT LupienLupien1B3326???,2358,241,111,57,28,0.268,0.092727972,0.042708734,0.032704886,0.670588235,Sheet1
3326JohnnyJ JeterJeterCF3326???,873,46,237,28,16,0.244,0.050054407,0.25788901,0.047878128,0.636363636,Sheet1
3326HughieH JenningsJenningsSS3326???,4904,347,117,341,0,0.312,0.066082651,0.02228147,0.064940011,1,Sheet1
3326JoeyJ OrtizOrtizSS3326???,873,82,175,22,9,0.235,0.085863874,0.183246073,0.032460733,0.709677419,Sheet1
3326HarryH SpilmanSpilman1B3326???,810,81,126,1,2,0.237,0.090909091,0.141414141,0.003367003,0.333333333,Sheet1
3326CharlieC JamiesonJamiesonLF3326???,6560,748,345,131,110,0.303,0.102353585,0.047208539,0.032977559,0.543568465,Sheet1
3326RobertR AndinoAndino2B3326???,1344,113,313,24,12,0.233,0.077556623,0.214824983,0.024708305,0.666666667,Sheet1
3326PeteP DaleyDaleyC3326???,1084,87,187,2,2,0.239,0.074295474,0.15969257,0.003415884,0.5,Sheet1
3326StuartS FairchildFairchildRF3326???,591,55,181,25,7,0.223,0.085139319,0.280185759,0.049535604,0.78125,Sheet1
3326Andr?sA BlancoBlanco2B3326???,1191,79,202,5,13,0.256,0.062204724,0.159055118,0.014173228,0.277777778,Sheet1
3326WillieW BloomquistBloomquistSS3326???,2891,189,494,133,51,0.269,0.061363636,0.16038961,0.05974026,0.722826087,Sheet1
3326IldemaroI VargasVargas2B3326???,1144,64,140,16,6,0.247,0.052980132,0.11589404,0.018211921,0.727272727,Sheet1
3326DeeD Strange-GordonStrange-Gordon2B3326???,3906,168,618,336,102,0.286,0.041237113,0.151693667,0.107511046,0.767123288,Sheet1
3326NickyN DelmonicoDelmonicoLF3326???,508,56,138,3,3,0.224,0.09929078,0.244680851,0.010638298,0.5,Sheet1
3326ScottS BradleyBradleyC3326???,1648,104,110,3,6,0.257,0.059360731,0.062785388,0.005136986,0.333333333,Sheet1
3326Agust?nA Ram?rezRam?rezC3326???,425,28,90,10,2,0.228,0.061810155,0.198675497,0.026490066,0.833333333,Sheet1
3326OscarO GrimesGrimes3B3326???,1832,297,303,30,12,0.256,0.139502114,0.142320338,0.019727572,0.714285714,Sheet1
3326AlexA AriasAriasSS3326???,1773,181,211,10,5,0.265,0.092630502,0.107983623,0.007676561,0.666666667,Sheet1
3326TaylorT TrammellTrammellLF3326???,407,55,168,6,7,0.177,0.119047619,0.363636364,0.028138528,0.461538462,Sheet1
3326JackJ GraneyGraneyLF3326???,4705,712,345,148,36,0.25,0.131438065,0.063688388,0.03396714,0.804347826,Sheet1
3411PatrickP BaileyBaileyC3411???,1052,85,312,5,0,0.226,0.074758135,0.274406332,0.004397537,1,Sheet1
3411RonR RoenickeRoenickeCF3411???,1076,190,195,24,9,0.238,0.150078989,0.154028436,0.026066351,0.727272727,Sheet1
