PLAYERPLAYER,ABAB,BBBB,SOSO,SBSB,CSCS,AVGAVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
5001MiltM GastonGastonP5001???,724,21,135,2,0,0.2,0.028187919,0.181208054,0.002684564,1,Sheet1
5001FordF GarrisonGarrisonLF5001???,687,37,67,11,5,0.262,0.051104972,0.092541436,0.022099448,0.6875,Sheet1
5001TerryT HumphreyHumphreyC5001???,1055,68,175,5,5,0.211,0.060552093,0.155832591,0.00890472,0.5,Sheet1
5001RandyR JohnsonJohnson3B5001???,484,47,52,5,11,0.267,0.088512241,0.097928437,0.030131827,0.3125,Sheet1
5001KevinK GrossGrossP5001???,660,31,277,3,0,0.161,0.044862518,0.400868307,0.004341534,1,Sheet1
5001TonyT CurryCurryLF5001???,297,20,69,0,2,0.246,0.063091483,0.217665615,0.006309148,0,Sheet1
5001WattieW HolmHolm3B5001???,1493,100,86,11,4,0.275,0.062774639,0.05398619,0.009416196,0.733333333,Sheet1
5001JoeJ LonnettLonnettC5001???,325,40,74,0,1,0.166,0.109589041,0.202739726,0.002739726,0,Sheet1
5001TomT LongLongRF5001???,1489,79,137,65,29,0.269,0.050382653,0.087372449,0.05994898,0.691489362,Sheet1
5001ScottS BullettBullettLF5001???,374,25,102,19,9,0.233,0.062656642,0.255639098,0.070175439,0.678571429,Sheet1
5001Sad SamS JonesJonesP5001???,1243,139,346,7,4,0.197,0.100578871,0.250361795,0.007959479,0.636363636,Sheet1
5001LizL FunkFunkCF5001???,976,73,58,29,21,0.267,0.069590086,0.055290753,0.047664442,0.58,Sheet1
5001TomT HafeyHafey3B5001???,270,11,48,1,0,0.248,0.039145907,0.170818505,0.003558719,1,Sheet1
5001TuckerT AshfordAshford3B5001???,510,47,75,5,3,0.218,0.08438061,0.13464991,0.014362657,0.625,Sheet1
5001PeteP DonohueDonohueP5001???,732,21,78,1,2,0.246,0.027888446,0.103585657,0.003984064,0.333333333,Sheet1
5001KevinK CollinsCollins3B5001???,388,20,97,1,2,0.209,0.049019608,0.237745098,0.007352941,0.333333333,Sheet1
5001LuteL BooneBoone2B5001???,1028,91,111,32,35,0.209,0.081322609,0.09919571,0.059874888,0.47761194,Sheet1
5001RoyR LeslieLeslie1B5001???,556,42,57,4,7,0.266,0.070234114,0.095317726,0.018394649,0.363636364,Sheet1
5001BuddyB BiancalanaBiancalanaSS5001???,550,41,157,8,7,0.205,0.069373942,0.265651438,0.025380711,0.533333333,Sheet1
5001DougD BairdBaird3B5001???,2106,157,295,118,28,0.234,0.069376933,0.130357932,0.064516129,0.808219178,Sheet1
5001DaveD BarbeeBarbeeLF5001???,374,20,42,1,0,0.246,0.050761421,0.106598985,0.002538071,1,Sheet1
5001HarryH HanebrinkHanebrink2B5001???,317,22,31,1,1,0.224,0.064896755,0.091445428,0.005899705,0.5,Sheet1
5001GordonG GoldsberryGoldsberry1B5001???,510,80,66,2,4,0.241,0.13559322,0.111864407,0.010169492,0.333333333,Sheet1
5001HooksH DaussDaussP5001???,1124,141,288,3,1,0.189,0.111462451,0.227667984,0.003162055,0.75,Sheet1
5001GeneG LeekLeek3B5001???,249,9,67,0,1,0.221,0.034883721,0.259689922,0.003875969,0,Sheet1
5001SandyS MartinezMartinezC5001???,564,37,147,1,0,0.23,0.06156406,0.244592346,0.001663894,1,Sheet1
5001RodR KanehlKanehl2B5001???,796,35,80,17,10,0.241,0.04211793,0.096269555,0.032490975,0.62962963,Sheet1
5001MarkM DavidsonDavidsonRF5001???,661,58,128,15,11,0.225,0.080667594,0.178025035,0.036161335,0.576923077,Sheet1
5001JohnnyJ LazorLazorCF5001???,596,42,53,8,8,0.263,0.065830721,0.0830721,0.02507837,0.5,Sheet1
5001CozyC DolanDolanLF5001???,1187,121,156,102,11,0.252,0.092507645,0.119266055,0.086391437,0.902654867,Sheet1
5001EddieE FosterFoster3B5001???,5652,528,255,195,53,0.264,0.085436893,0.041262136,0.04012945,0.786290323,Sheet1
5001DaveD HiltonHilton3B5001???,506,35,69,6,6,0.213,0.064695009,0.12754159,0.022181146,0.5,Sheet1
5001FrankF LaryLaryP5001???,734,39,211,0,2,0.177,0.050452781,0.272962484,0.002587322,0,Sheet1
5001BobB DavisDavisC5001???,665,40,118,0,1,0.197,0.056737589,0.167375887,0.00141844,0,Sheet1
5001RoricR HarrisonHarrisonP5001???,124,6,53,0,1,0.121,0.046153846,0.407692308,0.007692308,0,Sheet1
5001JesseJ HillHillLF5001???,959,115,91,43,8,0.289,0.10707635,0.084729981,0.047486034,0.843137255,Sheet1
5001SamS EwingEwingDH5001???,361,28,65,1,1,0.255,0.071979434,0.167095116,0.005141388,0.5,Sheet1
5001BobB BokenBoken2B5001???,457,27,49,4,1,0.247,0.055785124,0.101239669,0.010330579,0.8,Sheet1
5001RichR ChilesChilesLF5001???,618,50,65,1,4,0.254,0.074850299,0.097305389,0.00748503,0.2,Sheet1
5001MiguelM DiloneDiloneLF5001???,2000,142,197,267,78,0.265,0.066293184,0.091970121,0.161064426,0.773913043,Sheet1
5001TyT ClineClineCF5001???,1834,153,262,22,19,0.238,0.077000503,0.131857071,0.020634122,0.536585366,Sheet1
5001JimJ BolgerBolgerCF5001???,612,32,83,3,4,0.229,0.049689441,0.128881988,0.010869565,0.428571429,Sheet1
5001ArtA KrugerKrugerCF5001???,1222,73,88,26,0,0.232,0.056370656,0.067953668,0.02007722,1,Sheet1
5001JohnJ KerrKerr2B5001???,1457,115,92,26,16,0.266,0.073155216,0.058524173,0.026717557,0.619047619,Sheet1
5001BillB CarriganCarriganC5001???,1970,206,59,37,2,0.257,0.094669118,0.027113971,0.017922794,0.948717949,Sheet1
5239SamS HairstonHairstonC5239???,418,44,0,7,0,0.313,0.095238095,0,0.015151515,1,Sheet1
5239PatP ListachListachSS5239???,1772,167,338,116,38,0.251,0.08612687,0.174316658,0.079422383,0.753246753,Sheet1
5239BrentB BredeBredeRF5239???,422,46,86,8,2,0.251,0.098290598,0.183760684,0.021367521,0.8,Sheet1
5239PeteP ComptonComptonRF5239???,773,65,40,26,1,0.241,0.077565632,0.047732697,0.03221957,0.962962963,Sheet1
5239LarryL GilbertGilbertRF5239???,330,37,47,7,1,0.23,0.100817439,0.128065395,0.021798365,0.875,Sheet1
5239ChrisC KrugKrugC5239???,214,15,66,0,1,0.192,0.065502183,0.288209607,0.004366812,0,Sheet1
5239JeffJ BarryBarryCF5239???,217,22,48,0,4,0.244,0.092050209,0.20083682,0.016736402,0,Sheet1
5239OscarO AzocarAzocarLF5239???,439,12,36,10,0,0.226,0.026607539,0.079822616,0.022172949,1,Sheet1
5239JohnJ HarrisHarris1B5239???,120,10,15,0,1,0.258,0.076923077,0.115384615,0.007692308,0,Sheet1
5239EdE LopatLopatP5239???,887,73,92,0,1,0.211,0.076041667,0.095833333,0.001041667,0,Sheet1
5239JoeJ DurhamDurhamLF5239???,202,20,50,1,1,0.188,0.09009009,0.225225225,0.009009009,0.5,Sheet1
5239BobbyB BrooksBrooksLF5239???,143,29,42,0,4,0.231,0.168604651,0.244186047,0.023255814,0,Sheet1
5239DutchD DottererDottererC5239???,299,35,44,0,1,0.247,0.104790419,0.131736527,0.002994012,0,Sheet1
5239BradB GuldenGuldenC5239???,435,45,61,2,3,0.2,0.09375,0.127083333,0.010416667,0.4,Sheet1
5239JackJ LappLappC5239???,1581,177,79,16,6,0.263,0.100682594,0.044937429,0.012514221,0.727272727,Sheet1
5239GeneG ConleyConleyP5239???,548,5,119,0,1,0.192,0.009041591,0.215189873,0.001808318,0,Sheet1
5239DavidD HulseHulseCF5239???,1265,76,204,69,16,0.266,0.056674124,0.15212528,0.063385533,0.811764706,Sheet1
5239JohnnyJ LucadelloLucadello2B5239???,686,93,56,6,3,0.264,0.119383825,0.071887035,0.011553273,0.666666667,Sheet1
5239SamS LangfordLangfordCF5239???,495,26,42,3,8,0.275,0.049904031,0.080614203,0.021113244,0.272727273,Sheet1
5239GarlandG BuckeyeBuckeyeP5239???,204,9,36,0,2,0.23,0.042253521,0.169014085,0.009389671,0,Sheet1
5239JoeJ HooverHooverSS5239???,1238,92,202,19,17,0.243,0.069172932,0.151879699,0.027067669,0.527777778,Sheet1
5239DerrellD GriffithGriffith3B5239???,296,7,33,5,1,0.26,0.02310231,0.108910891,0.01980198,0.833333333,Sheet1
5239DolfD LuqueLuqueP5239???,1043,70,114,7,4,0.227,0.062893082,0.102425876,0.009883199,0.636363636,Sheet1
5239RonR ClarkClark3B5239???,530,41,98,4,2,0.189,0.071803853,0.171628722,0.010507881,0.666666667,Sheet1
5239ScottS LusaderLusaderRF5239???,260,28,43,4,1,0.246,0.097222222,0.149305556,0.017361111,0.8,Sheet1
5239LarryL KopfKopfSS5239???,3010,242,214,72,48,0.249,0.074415744,0.065805658,0.036900369,0.6,Sheet1
5239WallaceW JohnsonJohnson1B5239???,569,52,58,19,7,0.255,0.08373591,0.093397746,0.041867955,0.730769231,Sheet1
5239JohnnyJ BeroBeroSS5239???,169,27,31,1,1,0.201,0.137755102,0.158163265,0.010204082,0.5,Sheet1
5239BillB ConroyConroyC5239???,452,77,85,3,0,0.199,0.145557656,0.160680529,0.005671078,1,Sheet1
5239TedT LyonsLyonsP5239???,1563,73,201,0,1,0.233,0.044621027,0.122860636,0.000611247,0,Sheet1
5239HalH CarlsonCarlsonP5239???,712,24,118,0,1,0.223,0.032608696,0.160326087,0.001358696,0,Sheet1
5239JohnJ ChristensenChristensenRF5239???,294,35,58,3,3,0.224,0.106382979,0.176291793,0.018237082,0.5,Sheet1
5239RoyR HughesHughes2B5239???,2582,222,175,80,18,0.273,0.079172611,0.062410842,0.034950071,0.816326531,Sheet1
5239DaveD HoskinsHoskinsP5239???,594,42,14,3,0,0.286,0.066037736,0.022012579,0.004716981,1,Sheet1
5239BunnyB BriefBrief1B5239???,569,58,95,17,6,0.223,0.092503987,0.151515152,0.036682616,0.739130435,Sheet1
5239GregG MadduxMadduxP5239???,1591,34,419,11,3,0.171,0.020923077,0.257846154,0.008615385,0.785714286,Sheet1
5239EdE MadjeskiMadjeskiC5239???,481,21,61,2,0,0.241,0.041832669,0.121513944,0.003984064,1,Sheet1
5239MikeM BrumleyBrumleyC5239???,660,60,89,2,2,0.229,0.083333333,0.123611111,0.005555556,0.5,Sheet1
5239LennyL FaedoFaedoSS5239???,529,25,49,1,0,0.251,0.045126354,0.088447653,0.001805054,1,Sheet1
5239LuisL AlvaradoAlvarado2B5239???,1160,49,160,11,10,0.214,0.040529363,0.132340778,0.017369727,0.523809524,Sheet1
5239JoeJ GlennGlennC5239???,718,81,91,6,5,0.252,0.101376721,0.113892365,0.013767209,0.545454545,Sheet1
5239JoaquinJ AndujarAndujarP5239???,607,30,315,7,3,0.127,0.047095761,0.494505495,0.015698587,0.7,Sheet1
5239MickeyM GrassoGrassoC5239???,957,81,108,2,1,0.226,0.078034682,0.104046243,0.002890173,0.666666667,Sheet1
5239FrankF BolickBolick1B5239???,258,34,45,1,0,0.202,0.116438356,0.154109589,0.003424658,1,Sheet1
5239GeneG ClinesClinesLF5239???,2328,169,291,71,40,0.277,0.067681217,0.116539848,0.044453344,0.63963964,Sheet1
5239RayR HayworthHayworthC5239???,2062,198,188,2,6,0.265,0.087610619,0.083185841,0.003539823,0.25,Sheet1
5239JimmyJ GrantGrant3B5239???,354,38,67,5,3,0.246,0.096938776,0.170918367,0.020408163,0.625,Sheet1
5239BillyB BaldwinBaldwinRF5239???,117,6,16,2,1,0.231,0.048780488,0.130081301,0.024390244,0.666666667,Sheet1
5239BernardoB BritoBritoLF5239???,73,1,27,0,1,0.219,0.013513514,0.364864865,0.013513514,0,Sheet1
5239WilsonW DelgadoDelgado2B5239???,542,47,108,5,1,0.251,0.079796265,0.18336163,0.010186757,0.833333333,Sheet1
5239EddieE GrantGrant3B5239???,3385,233,181,153,6,0.249,0.064400221,0.05002764,0.043946932,0.962264151,Sheet1
5239JimJ MalerMaler1B5239???,310,19,47,1,3,0.226,0.05775076,0.142857143,0.012158055,0.25,Sheet1
5239MarioM DiazDiazSS5239???,773,41,70,1,2,0.256,0.05036855,0.085995086,0.003685504,0.333333333,Sheet1
5239DougD JenningsJenningsLF5239???,322,43,90,0,5,0.202,0.117808219,0.246575342,0.01369863,0,Sheet1
5239SteveS JeltzJeltzSS5239???,1749,248,342,18,10,0.21,0.124186279,0.171256885,0.014021032,0.642857143,Sheet1
5239FrankF MancusoMancusoC5239???,1002,101,118,2,2,0.241,0.09156845,0.106980961,0.003626473,0.5,Sheet1
5239JimJ HicksHicksRF5239???,141,18,48,0,1,0.163,0.113207547,0.301886792,0.006289308,0,Sheet1
5239JoeJ AltobelliAltobelli1B5239???,257,23,42,3,3,0.21,0.082142857,0.15,0.021428571,0.5,Sheet1
5239DannD HowittHowittRF5239???,242,17,60,1,1,0.194,0.065637066,0.231660232,0.007722008,0.5,Sheet1
5239VerneV ClemonsClemonsC5239???,1271,119,62,6,1,0.286,0.085611511,0.044604317,0.005035971,0.857142857,Sheet1
5239CleoC JamesJamesCF5239???,381,28,52,16,2,0.228,0.068459658,0.127139364,0.04400978,0.888888889,Sheet1
5239RustyR KuntzKuntzCF5239???,441,60,106,5,3,0.236,0.119760479,0.211576846,0.015968064,0.625,Sheet1
5239JohnnyJ MarcumMarcumP5239???,533,36,32,0,1,0.265,0.063268893,0.056239016,0.001757469,0,Sheet1
5239JackJ KramerKramerP5239???,501,76,162,0,1,0.144,0.131715771,0.280762565,0.001733102,0,Sheet1
5239WillisW HudlinHudlinP5239???,894,52,228,2,1,0.201,0.054968288,0.241014799,0.003171247,0.666666667,Sheet1
5239TomT MarshMarshLF5239???,252,7,49,0,2,0.246,0.027027027,0.189189189,0.007722008,0,Sheet1
5239BuddyB BlairBlair3B5239???,484,30,30,1,6,0.279,0.058365759,0.058365759,0.013618677,0.142857143,Sheet1
5239WayneW CageCageDH5239???,154,14,44,1,4,0.24,0.083333333,0.261904762,0.029761905,0.2,Sheet1
5239MikeM KrukowKrukowP5239???,722,17,194,3,2,0.193,0.02300406,0.262516915,0.0067659,0.6,Sheet1
5239DannyD ClarkClark3B5239???,582,74,37,5,7,0.277,0.112804878,0.056402439,0.018292683,0.416666667,Sheet1
5239LeonL CadoreCadoreP5239???,442,14,103,2,2,0.208,0.030701754,0.225877193,0.00877193,0.5,Sheet1
5239BillyB HitchcockHitchcock3B5239???,2249,206,230,15,11,0.243,0.083910387,0.093686354,0.010590631,0.576923077,Sheet1
5239AlexA ColeColeCF5239???,1760,217,296,148,59,0.28,0.109762266,0.149721801,0.104704097,0.714975845,Sheet1
5239BillyB BeanBeanLF5239???,478,25,84,3,8,0.226,0.049701789,0.166998012,0.021868787,0.272727273,Sheet1
5239SteveS BarberBarberP5239???,563,38,320,0,1,0.115,0.063227953,0.532445923,0.001663894,0,Sheet1
5239EricE FoxFoxCF5239???,258,21,48,5,6,0.198,0.075268817,0.172043011,0.039426523,0.454545455,Sheet1
5239TruckT HannahHannahC5239???,736,97,79,7,0,0.235,0.116446579,0.094837935,0.008403361,1,Sheet1
5239SilS CampusanoCampusanoCF5239???,262,16,59,1,0,0.202,0.057553957,0.212230216,0.003597122,1,Sheet1
5239DougD DascenzoDascenzoCF5239???,1225,103,117,49,26,0.234,0.077560241,0.08810241,0.056475904,0.653333333,Sheet1
5239JimJ FrenchFrenchC5239???,607,121,78,3,6,0.196,0.166208791,0.107142857,0.012362637,0.333333333,Sheet1
5239StanS BenjaminBenjaminRF5239???,770,32,115,23,1,0.229,0.039900249,0.143391521,0.029925187,0.958333333,Sheet1
5239BennieB DanielsDanielsP5239???,300,26,134,1,0,0.17,0.079754601,0.411042945,0.003067485,1,Sheet1
5239AlbertA HallHallCF5239???,805,89,115,67,29,0.251,0.099552573,0.128635347,0.10738255,0.697916667,Sheet1
5239TomT DonohueDonohueC5239???,325,10,92,7,1,0.2,0.029850746,0.274626866,0.023880597,0.875,Sheet1
5239JahmaiJ JonesJonesRF5239???,219,17,71,5,1,0.219,0.072033898,0.300847458,0.025423729,0.833333333,Sheet1
5239TrayvonT RobinsonRobinsonLF5239???,288,22,104,7,3,0.215,0.070967742,0.335483871,0.032258065,0.7,Sheet1
5239SkyeS BoltBoltCF5239???,173,9,48,7,0,0.156,0.049450549,0.263736264,0.038461538,1,Sheet1
5239ReneR TosoniTosoniLF5239???,172,14,42,0,2,0.203,0.075268817,0.225806452,0.010752688,0,Sheet1
5239JacJ CaglianoneCaglianoneRF5239???,150,8,34,1,0,0.147,0.050632911,0.215189873,0.006329114,1,Sheet1
5239LuisL GuillormeGuillorme3B5239???,902,115,175,8,4,0.248,0.113077679,0.17207473,0.01179941,0.666666667,Sheet1
5239JesseJ. WilliamsWilliamsSS5239???,1012,100,1,32,0,0.267,0.089928058,0.000899281,0.028776978,1,Sheet1
5239Jos?J Brice?oBrice?oC5239???,122,9,36,0,1,0.238,0.06870229,0.27480916,0.007633588,0,Sheet1
5239MikeM FreemanFreemanSS5239???,356,38,118,2,3,0.225,0.096446701,0.299492386,0.012690355,0.4,Sheet1
5239FranciscoF Pe?aPe?aC5239???,190,8,63,1,0,0.216,0.04040404,0.318181818,0.005050505,1,Sheet1
5239VaughnV GrissomGrissom2B5239???,321,20,73,7,3,0.255,0.058651026,0.214076246,0.029325513,0.7,Sheet1
5239JamesJ AdduciAdduci1B5239???,396,29,111,7,2,0.232,0.068235294,0.261176471,0.021176471,0.777777778,Sheet1
5239BillyB BurnsBurnsCF5239???,843,36,119,46,15,0.27,0.040955631,0.135381115,0.069397042,0.754098361,Sheet1
5239AnthonyA BemboomBemboomC5239???,192,17,63,0,1,0.161,0.081339713,0.301435407,0.004784689,0,Sheet1
5239KameronK MisnerMisnerCF5239???,212,16,79,8,1,0.203,0.070175439,0.346491228,0.039473684,0.888888889,Sheet1
5239ScottS HeinemanHeinemanLF5239???,157,14,46,4,2,0.172,0.081871345,0.269005848,0.035087719,0.666666667,Sheet1
5239DanielD JohnsonJohnsonCF5239???,133,8,43,3,1,0.188,0.056737589,0.304964539,0.028368794,0.75,Sheet1
5239JaredJ YoungYoungLF5239???,103,8,35,3,0,0.194,0.072072072,0.315315315,0.027027027,1,Sheet1
5239OscarO Col?sCol?sRF5239???,278,16,81,4,4,0.223,0.054421769,0.275510204,0.027210884,0.5,Sheet1
5239SteveS LombardozziLombardozzi2B5239???,796,29,104,10,6,0.26,0.035151515,0.126060606,0.019393939,0.625,Sheet1
5239Jos?J BarreroBarreroSS5239???,444,29,172,9,4,0.182,0.061310782,0.363636364,0.027484144,0.692307692,Sheet1
5239JavierJ SanojaSanoja2B5239???,286,17,40,4,5,0.245,0.056105611,0.132013201,0.02970297,0.444444444,Sheet1
5239VidalV Bruj?nBruj?n3B5239???,560,47,135,16,14,0.198,0.077429984,0.222405272,0.049423394,0.533333333,Sheet1
5239AdamA HaseleyHaseleyRF5239???,379,27,96,5,0,0.259,0.066502463,0.236453202,0.012315271,1,Sheet1
5239TrevorT BrownBrownC5239???,212,13,47,1,2,0.236,0.057777778,0.208888889,0.013333333,0.333333333,Sheet1
5239LouL MarsonMarsonC5239???,768,98,190,16,5,0.219,0.113163972,0.219399538,0.024249423,0.761904762,Sheet1
5239StevenS MoyaMoyaRF5239???,124,8,50,0,1,0.25,0.060606061,0.378787879,0.007575758,0,Sheet1
5239CalebC GindlGindlLF5239???,151,24,30,2,1,0.232,0.137142857,0.171428571,0.017142857,0.666666667,Sheet1
5239BrettB CarrollCarrollRF5239???,288,21,84,2,1,0.201,0.067961165,0.27184466,0.009708738,0.666666667,Sheet1
5239GrantG McCrayMcCrayCF5239???,144,6,66,5,0,0.188,0.04,0.44,0.033333333,1,Sheet1
5239JasonJ PridiePridieCF5239???,245,26,73,7,1,0.216,0.095940959,0.269372694,0.029520295,0.875,Sheet1
5239ChrisC ValaikaValaika2B5239???,248,13,63,1,0,0.238,0.049808429,0.24137931,0.003831418,1,Sheet1
5239Iv?nI De Jes?sDe Jes?s2B5239???,495,41,130,4,4,0.242,0.076492537,0.242537313,0.014925373,0.5,Sheet1
5239PeytonP BurdickBurdickCF5239???,125,11,53,2,0,0.2,0.080882353,0.389705882,0.014705882,1,Sheet1
5239TucupitaT MarcanoMarcanoSS5239???,406,26,88,7,4,0.217,0.060185185,0.203703704,0.025462963,0.636363636,Sheet1
5239CalC MitchellMitchellLF5239???,216,19,53,3,1,0.222,0.080851064,0.225531915,0.017021277,0.75,Sheet1
5239PedroP CiriacoCiriaco3B5239???,612,20,126,35,7,0.268,0.03164557,0.199367089,0.066455696,0.833333333,Sheet1
5239HoyH ParkParkOF5239???,179,22,53,2,1,0.201,0.109452736,0.263681592,0.014925373,0.666666667,Sheet1
5239S?cratesS BritoBritoRF5239???,207,10,56,3,1,0.179,0.046082949,0.258064516,0.01843318,0.75,Sheet1
5239EdE LucasLucas3B5239???,530,34,126,2,1,0.255,0.060283688,0.223404255,0.005319149,0.666666667,Sheet1
5239ColeC TuckerTuckerSS5239???,494,35,148,7,3,0.213,0.066162571,0.279773157,0.018903592,0.7,Sheet1
5239LuisL SardinasSardinasSS5239???,459,29,110,10,3,0.224,0.05942623,0.225409836,0.026639344,0.769230769,Sheet1
5239BubbaB StarlingStarlingCF5239???,245,13,83,2,0,0.204,0.050387597,0.321705426,0.007751938,1,Sheet1
5239CobyC MayoMayo1B5239???,215,22,77,1,0,0.172,0.092827004,0.324894515,0.004219409,1,Sheet1
5239LoganL SchaferSchaferCF5239???,625,62,136,10,3,0.214,0.090247453,0.197962154,0.018922853,0.769230769,Sheet1
5239ChaseC d'Arnaudd'ArnaudSS5239???,550,36,152,29,10,0.222,0.061433447,0.259385666,0.066552901,0.743589744,Sheet1
5239NickN LoftinLoftinLF5239???,355,35,59,4,1,0.217,0.08974359,0.151282051,0.012820513,0.8,Sheet1
5239CurtisC MeadMead1B5239???,372,28,99,7,1,0.242,0.07,0.2475,0.02,0.875,Sheet1
5239PeteP KozmaKozmaSS5239???,746,64,178,8,4,0.213,0.079012346,0.219753086,0.014814815,0.666666667,Sheet1
5239TuffyT GosewischGosewischC5239???,420,19,91,2,1,0.19,0.043280182,0.207289294,0.006833713,0.666666667,Sheet1
5239RichieR ShafferShaffer1B5239???,122,15,50,0,2,0.213,0.109489051,0.364963504,0.01459854,0,Sheet1
5239TrentT OeltjenOeltjenLF5239???,164,18,51,9,1,0.22,0.098901099,0.28021978,0.054945055,0.9,Sheet1
5239GeneG MauchMauch2B5239???,737,104,82,6,0,0.239,0.123662307,0.097502973,0.007134364,1,Sheet1
5239JohnJ SmoltzSmoltzP5239???,948,79,365,3,2,0.159,0.076923077,0.35540409,0.004868549,0.6,Sheet1
5239RonR SamfordSamfordSS5239???,334,17,46,2,1,0.219,0.048433048,0.131054131,0.008547009,0.666666667,Sheet1
5239AlexA McCarthyMcCarthy2B5239???,1335,104,123,23,5,0.229,0.072272411,0.085476025,0.019457957,0.821428571,Sheet1
5239JesusJ VegaVegaDH5239???,236,11,28,7,1,0.246,0.044534413,0.113360324,0.032388664,0.875,Sheet1
5239LynnL NelsonNelsonP5239???,367,16,48,1,1,0.281,0.041775457,0.125326371,0.005221932,0.5,Sheet1
5239RogerR MetzgerMetzgerSS5239???,4201,355,449,83,36,0.231,0.077919227,0.098551361,0.026119403,0.697478992,Sheet1
5239JuniorJ OrtizOrtizC5239???,1894,121,222,8,18,0.256,0.060049628,0.110173697,0.012903226,0.307692308,Sheet1
5239SportS McAllisterMcAllisterRF5239???,1450,67,2,31,0,0.247,0.044166117,0.001318392,0.020435069,1,Sheet1
5239KevinK WardWardOF5239???,254,23,65,3,7,0.217,0.083032491,0.23465704,0.036101083,0.3,Sheet1
5239OscarO RoblesRoblesSS5239???,423,38,42,0,8,0.26,0.082429501,0.091106291,0.017353579,0,Sheet1
5239TracyT WoodsonWoodson3B5239???,506,20,78,2,3,0.247,0.038022814,0.148288973,0.009505703,0.4,Sheet1
5239BillB SweeneySweeney1B5239???,1050,44,73,22,24,0.286,0.040219378,0.066727605,0.042047532,0.47826087,Sheet1
5239JimmyJ SextonSextonSS5239???,372,32,71,36,6,0.218,0.079207921,0.175742574,0.103960396,0.857142857,Sheet1
5239LuisL MontanezMontanezLF5239???,305,12,54,1,2,0.223,0.03785489,0.170347003,0.009463722,0.333333333,Sheet1
5239RussR SullivanSullivanLF5239???,150,18,11,1,0,0.267,0.107142857,0.06547619,0.005952381,1,Sheet1
5239PeteP VarneyVarneyC5239???,190,10,47,2,0,0.247,0.05,0.235,0.01,1,Sheet1
5239TimT TolmanTolmanLF5239???,196,24,31,1,3,0.168,0.109090909,0.140909091,0.018181818,0.25,Sheet1
5239RyanR MinorMinor3B5239???,317,20,97,1,1,0.177,0.059347181,0.287833828,0.005934718,0.5,Sheet1
5239ReggieR WilliamsWilliamsCF5239???,379,28,76,11,4,0.259,0.068796069,0.186732187,0.036855037,0.733333333,Sheet1
5239CarlC MaysMaysP5239???,1085,66,116,1,1,0.268,0.057341442,0.100781929,0.001737619,0.5,Sheet1
5239Billy JoB RobidouxRobidoux1B5239???,468,71,106,1,2,0.209,0.131725417,0.196660482,0.005565863,0.333333333,Sheet1
5239GeorgeG MoriartyMoriarty3B5239???,3671,234,59,248,16,0.251,0.059923175,0.015108835,0.067605634,0.939393939,Sheet1
5239TerryT TiffeeTiffee3B5239???,243,15,26,1,1,0.226,0.058139535,0.100775194,0.007751938,0.5,Sheet1
5239DarrellD WhitmoreWhitmoreOF5239???,330,18,92,4,3,0.203,0.051724138,0.264367816,0.020114943,0.571428571,Sheet1
5239ShaneS CostaCostaLF5239???,421,16,63,2,1,0.254,0.036613272,0.14416476,0.006864989,0.666666667,Sheet1
5239JohnJ SullivanSullivanOF5239???,495,48,55,6,7,0.309,0.08839779,0.101289134,0.023941068,0.461538462,Sheet1
5239AndyA MessersmithMessersmithP5239???,729,46,212,1,0,0.17,0.059354839,0.273548387,0.001290323,1,Sheet1
5239JimJ PerryPerryP5239???,889,32,179,0,1,0.199,0.034744843,0.194353963,0.001085776,0,Sheet1
5239JasonJ BottsBottsLF5239???,282,38,108,1,0,0.23,0.11875,0.3375,0.003125,1,Sheet1
5239DannyD GarciaGarcia2B5239???,194,24,45,3,0,0.227,0.110091743,0.206422018,0.013761468,1,Sheet1
5239RaulR GonzalezGonzalezRF5239???,348,34,65,7,2,0.233,0.089005236,0.170157068,0.023560209,0.777777778,Sheet1
5239JohnJ PattersonPatterson2B5239???,564,35,113,22,7,0.215,0.058430718,0.188647746,0.048414023,0.75862069,Sheet1
5239JasonJ MarquisMarquisP5239???,663,13,167,1,0,0.196,0.019230769,0.24704142,0.00147929,1,Sheet1
5239BobB SmithSmithP5239???,1689,52,110,16,13,0.242,0.029867892,0.063182079,0.016657094,0.551724138,Sheet1
5239AndreA RobertsonRobertsonSS5239???,724,26,120,4,8,0.251,0.034666667,0.16,0.016,0.333333333,Sheet1
5239HollisH ThurstonThurstonP5239???,648,24,91,1,1,0.27,0.035714286,0.135416667,0.00297619,0.5,Sheet1
5239LuisL TiantTiantP5239???,513,13,146,1,1,0.164,0.024714829,0.27756654,0.003802281,0.5,Sheet1
5239JasonJ WoodWood1B5239???,200,15,59,1,1,0.245,0.069767442,0.274418605,0.009302326,0.5,Sheet1
5239LewL McCartyMcCartyC5239???,1479,102,109,20,4,0.266,0.064516129,0.068943707,0.015180266,0.833333333,Sheet1
5239RobinR RobertsRobertsP5239???,1525,135,372,3,1,0.167,0.081325301,0.224096386,0.002409639,0.75,Sheet1
5239FrankF QuiliciQuilici2B5239???,682,66,120,3,3,0.214,0.088235294,0.160427807,0.00802139,0.5,Sheet1
