PLAYERPLAYER,AB,BB,SO,SB,CS,AVG,BBBB/(ABAB+BBBB),SOSO/(ABAB+BBBB),(SBSB+CSCS)/(ABAB+BBBB),SBSB/(SBSB+CSCS),__sheet__
16001WarrenW GillGill1B16001???,76,11,,3,,0.224,0.126436782,,,,csv
16001SamS GillenGillenSS16001???,276,35,1,2,,0.254,0.112540193,0.003215434,,,csv
16001TomT GillenGillenC16001???,126,1,1,0,,0.175,0.007874016,0.007874016,,,csv
16001ClaralC GillenwaterGillenwaterP16001???,6,0,0,0,0,0,0,0,0,,csv
16001JohnJ GillespieGillespieRF16001???,3,0,2,0,,0,0,0.666666667,,,csv
16001JohnJ GillespieGillespieP16001???,15,0,4,0,0,0.133,0,0.266666667,0,,csv
16001BobB GillespieGillespieP16001???,51,4,24,0,0,0.039,0.072727273,0.436363636,0,,csv
16001PaulP GillifordGillifordP16001???,0,0,0,0,0,0,,,,,csv
16001JackJ GilliganGilliganP16001???,24,0,,0,,0.167,0,,,,csv
16001GrantG GillisGillis2B16001???,196,12,13,0,2,0.245,0.057692308,0.0625,0.009615385,0,csv
16001GeorgeG GillpatrickGillpatrickP16001???,16,0,,0,,0.125,0,,,,csv
16001JimJ GilmanGilman3B16001???,7,0,2,0,,0.286,0,0.285714286,,,csv
16001PitP GilmanGilmanLF16001???,10,0,3,,,0.1,0,0.3,,,csv
16001FrankF GilmoreGilmoreP16001???,163,9,78,2,,0.043,0.052325581,0.453488372,,,csv
16001LenL GilmoreGilmoreP16001???,2,0,2,0,,0,0,1,,,csv
16001JohnJ GilroyGilroyP16001???,30,1,5,0,,0.233,0.032258065,0.161290323,,,csv
16001HalH GilsonGilsonP16001???,4,0,2,0,0,0,0,0.5,0,,csv
16001BillyB GingGingP16001???,2,0,,0,,0,0,,,,csv
16001JoeJ GingrasGingrasP16001???,1,0,0,0,,0,0,0,,,csv
16001TinsleyT GinnGinnOF16001???,1,0,0,0,,0,0,0,,,csv
16001CharlieC GirardGirardP16001???,8,0,3,0,,0.125,0,0.375,,,csv
16001TonyT GiulianiGiulianiC16001???,674,38,41,1,2,0.233,0.053370787,0.05758427,0.004213483,0.333333333,csv
16001JimJ GladdGladdC16001???,11,1,4,0,,0.091,0.083333333,0.333333333,,,csv
16001FredF GladdingGladdingP16001???,63,0,40,0,0,0.016,0,0.634920635,0,,csv
16001FredF GladeGladeP16001???,381,18,,1,,0.15,0.045112782,,,,csv
16001JohnJ GlaiserGlaiserP16001???,3,1,0,0,0,0,0.25,0,0,,csv
16001TomT GlassGlassP16001???,2,0,0,0,0,0,0,0,0,,csv
16001LukeL GlavenichGlavenichP16001???,0,0,0,0,,0,,,,,csv
16001JoeJ GleasonGleasonP16001???,16,5,6,0,0,0.125,0.238095238,0.285714286,0,,csv
16001RoyR GleasonGleasonPH16001???,1,0,0,0,0,1,0,0,0,,csv
16001BillB GleasonGleasonP16001???,2,0,1,0,,0,0,0.5,,,csv
16001BillyB GleasonGleason2B16001???,118,11,11,1,1,0.22,0.085271318,0.085271318,0.015503876,0.5,csv
16001Jerry DonJ GleatonGleatonP16001???,2,1,1,0,0,0,0.333333333,0.333333333,0,,csv
16001FrankF GleichGleichLF16001???,45,7,10,0,0,0.133,0.134615385,0.192307692,0,,csv
16001MartinM GlendonGlendonP16001???,9,1,,0,,0,0.1,,,,csv
16001BobB GlennGlennP16001???,0,0,0,0,0,0,,,,,csv
16001EdE GlennGlennSS16001???,15,4,,1,,0.067,0.210526316,,,,csv
16001HarryH GlennGlennC16001???,16,3,0,0,,0.313,0.157894737,0,,,csv
16001JohnJ GlennGlennLF16001???,31,0,9,0,0,0.258,0,0.290322581,0,,csv
16001JohnJ GlennGlennLF16001???,478,20,22,,,0.272,0.040160643,0.044176707,,,csv
16001SalS GliattoGliattoP16001???,2,0,1,0,0,0,0,0.5,0,,csv
16001NormN GlocksonGlocksonC16001???,12,1,6,0,,0,0.076923077,0.461538462,,,csv
16001EdE GlynnGlynnP16001???,10,0,3,0,0,0,0,0.3,0,,csv
16001JotJ GoarGoarP16001???,6,0,0,0,,0.167,0,0,,,csv
16001JohnJ GochnaurGochnaurSS16001???,908,87,,18,,0.187,0.087437186,,,,csv
16001JohnJ GodarGodarRF16001???,14,2,1,1,,0.214,0.125,0.0625,,,csv
16001DannyD GodbyGodbyOF16001???,13,3,4,0,0,0.154,0.1875,0.25,0,,csv
16001JoeJ GoddardGoddardC16001???,35,5,9,0,0,0.2,0.125,0.225,0,,csv
16001JohnJ GodwinGodwin3B16001???,236,9,,9,,0.212,0.036734694,,,,csv
16001BillyB GoeckelGoeckel1B16001???,141,1,,6,,0.262,0.007042254,,,,csv
16001GeorgeG GoetzGoetzP16001???,4,0,4,0,,0,0,1,,,csv
16001JohnJ GoetzGoetzP16001???,1,0,1,0,0,0,0,1,0,,csv
16001ChuckC GogginGoggin2B16001???,99,10,21,0,1,0.293,0.091743119,0.19266055,0.009174312,0,csv
16001BillB GogolewskiGogolewskiP16001???,79,5,34,0,0,0.127,0.05952381,0.404761905,0,,csv
16001JimJ GoldenGoldenP16001???,60,1,8,0,0,0.217,0.016393443,0.131147541,0,,csv
16001MikeM GoldenGoldenP16001???,214,3,35,,,0.206,0.013824885,0.161290323,,,csv
16001RoyR GoldenGoldenP16001???,59,5,12,0,,0.153,0.078125,0.1875,,,csv
16001WaltW GoldsbyGoldsbyLF16001???,267,12,3,17,,0.243,0.043010753,0.010752688,,,csv
16001HalH GoldsmithGoldsmithP16001???,62,2,11,0,,0.21,0.03125,0.171875,,,csv
16001IzzyI GoldsteinGoldsteinP16001???,17,0,1,0,0,0.294,0,0.058823529,0,,csv
16001LonL GoldsteinGoldstein1B16001???,10,3,2,0,,0.1,0.230769231,0.153846154,,,csv
16001StanS GoletzGoletzPH16001???,5,0,2,0,0,0.6,0,0.4,0,,csv
16001DaveD GoltzGoltzP16001???,94,10,49,0,0,0.106,0.096153846,0.471153846,0,,csv
16001WaltW GolvinGolvin1B16001???,2,0,0,0,0,0,0,0,0,,csv
16001WayneW GomesGomesP16001???,6,2,4,0,0,0.167,0.25,0.5,0,,csv
16001ChileC GomezGomez2B16001???,627,40,73,3,0,0.226,0.059970015,0.109445277,0.004497751,1,csv
16001LuisL GomezGomezSS16001???,1251,86,129,6,22,0.21,0.064323111,0.096484667,0.020942408,0.214285714,csv
16001PatP GomezGomezP16001???,8,0,2,0,0,0,0,0.25,0,,csv
16001PrestonP GomezGomezSS16001???,7,0,4,0,0,0.286,0,0.571428571,0,,csv
16001RandyR GomezGomezC16001???,30,8,3,0,0,0.167,0.210526316,0.078947368,0,,csv
16001LeftyL GomezGomezP16001???,904,50,252,1,1,0.147,0.052410901,0.264150943,0.002096436,0.5,csv
16001DanD GonzalesGonzalesRF16001???,25,0,3,1,0,0.2,0,0.12,0.04,1,csv
16001JoeJ GonzalesGonzalesP16001???,10,0,1,0,0,0,0,0.1,0,,csv
16001LarryL GonzalesGonzalesC16001???,2,1,0,0,0,0.5,0.333333333,0,0,,csv
16001VinceV GonzalesGonzalesP16001???,0,0,0,0,0,0,,,,,csv
16001EusebioE GonzalezGonzalezSS16001???,5,1,1,0,,0.4,0.166666667,0.166666667,,,csv
16001GeremiG GonzalezGonzalezP16001???,86,4,28,0,0,0.116,0.044444444,0.311111111,0,,csv
16001GermanG GonzalezGonzalezP16001???,0,0,0,0,0,0,,,,,csv
16001JulioJ GonzalezGonzalezP16001???,5,2,3,0,0,0.2,0.285714286,0.428571429,0,,csv
16001OrlandoO GonzalezGonzalez1B16001???,164,15,16,1,4,0.238,0.083798883,0.089385475,0.027932961,0.2,csv
16001CharlieC GoochGooch1B16001???,57,7,8,0,1,0.281,0.109375,0.125,0.015625,0,csv
16001GeneG GoodGoodLF16001???,119,13,,2,,0.151,0.098484848,,,,csv
16001RalphR GoodGoodP16001???,3,0,2,0,,0,0,0.666666667,,,csv
16001HerbH GoodallGoodallP16001???,45,1,,0,,0.422,0.02173913,,,,csv
16001JohnJ GoodellGoodellP16001???,0,0,0,0,0,0,,,,,csv
16001BillB GoodenoughGoodenoughCF16001???,31,3,4,2,,0.161,0.088235294,0.117647059,,,csv
16001MikeM GoodfellowGoodfellowRF16001???,273,11,,7,,0.242,0.038732394,,,,csv
16001ArtA GoodwinGoodwinP16001???,0,0,,0,,0,,,,,csv
16001ClydeC GoodwinGoodwinP16001???,5,0,,0,,0.2,0,,,,csv
16001JimJ GoodwinGoodwinP16001???,2,0,0,0,0,0.5,0,0,0,,csv
16001MarvM GoodwinGoodwinP16001???,129,11,22,0,0,0.186,0.078571429,0.157142857,0,,csv
16001RayR GoolsbyGoolsbyLF16001???,4,1,1,0,0,0,0.2,0.2,0,,csv
16001RayR GordinierGordinierP16001???,6,1,3,0,0,0.167,0.142857143,0.428571429,0,,csv
16001KeithK GordonGordonLF16001???,6,0,2,0,0,0.167,0,0.333333333,0,,csv
16001MikeM GordonGordonC16001???,28,5,10,0,0,0.071,0.151515152,0.303030303,0,,csv
16001TomT GordonGordonP16001???,2,0,0,0,0,0,0,0,0,,csv
16001RickR GoreckiGoreckiP16001???,0,0,0,0,0,0,,,,,csv
16001CharlieC GorinGorinP16001???,3,0,0,0,0,0,0,0,0,,csv
16001HerbH GormanGormanPH16001???,1,0,0,0,0,0,0,0,0,,csv
16001JakeJ BrentzBrentzP16001???,0,1,0,0,0,0,1,0,0,,csv
16001ConnorC BrogdonBrogdonP16001???,0,0,0,0,0,0,,,,,csv
16001AlanA BusenitzBusenitzP16001???,0,0,0,0,0,0,,,,,csv
16001ShaneS CarleCarleP16001???,5,0,5,0,0,0,0,1,0,,csv
16001DanielD CastanoCastanoP16001???,4,0,2,0,0,0,0,0.5,0,,csv
16001NestorN CortesCortesP16001???,1,0,0,0,0,0,0,0,0,,csv
16001KyleK CrockettCrockettP16001???,0,0,0,0,0,0,,,,,csv
16001BenB DeLuzioDeLuzioCF16001???,20,3,5,0,1,0.15,0.130434783,0.217391304,0.043478261,0,csv
16001DaneD DunningDunningP16001???,3,0,1,0,0,0.333,0,0.333333333,0,,csv
16001JonJ DuplantierDuplantierP16001???,10,0,7,0,0,0.1,0,0.7,0,,csv
16001JohneshwyJ FargasFargasCF16001???,52,1,15,1,2,0.25,0.018867925,0.283018868,0.056603774,0.333333333,csv
16001HeathH FillmyerFillmyerP16001???,4,0,3,0,0,0.25,0,0.75,0,,csv
16001BernardoB Flores Jr.FloresP16001???,0,0,0,0,0,0,,,,,csv
16001MattM FosterFosterP16001???,0,0,0,0,0,0,,,,,csv
16001TrevorT GottGottP16001???,1,0,0,0,0,0,0,0,0,,csv
16001ConnerC GreeneGreeneP16001???,0,0,0,0,0,0,,,,,csv
16001RyanR HendrixHendrixP16001???,1,0,0,0,0,0,0,0,0,,csv
16001DakotaD HudsonHudsonP16001???,55,1,26,0,0,0.091,0.017857143,0.464285714,0,,csv
16001JoeJ Jim?nezJim?nezP16001???,0,0,0,0,0,0,,,,,csv
16001GosukeG KatohKatoh2B16001???,7,3,1,0,0,0.143,0.3,0.1,0,,csv
16001AnthonyA KayKayP16001???,0,0,0,0,0,0,,,,,csv
16001BradB KellerKellerP16001???,16,1,9,0,0,0.125,0.058823529,0.529411765,0,,csv
16001TylerT KinleyKinleyP16001???,1,0,1,0,0,0,0,1,0,,csv
16001ChadC KuhlKuhlP16001???,113,3,41,0,0,0.097,0.025862069,0.353448276,0,,csv
16001ZackZ LittellLittellP16001???,4,0,3,0,0,0.25,0,0.75,0,,csv
16001MoonlightM GrahamGrahamRF16001???,0,0,,0,,0,,,,,csv
16001SkinnyS GrahamGrahamRF16001???,57,7,16,3,2,0.246,0.109375,0.25,0.078125,0.6,csv
16001JamesJ GrahamGraham3B16001???,18,0,0,0,,0.167,0,0,,,csv
16001BernieB GrahamGrahamCF16001???,172,2,,,,0.267,0.011494253,,,,csv
16001BertB GrahamGraham1B16001???,26,1,,0,,0.115,0.037037037,,,,csv
16001TinyT GrahamGraham1B16001???,61,3,10,1,,0.23,0.046875,0.15625,,,csv
16001LeeL GrahamGrahamCF16001???,6,0,0,0,1,0,0,0,0.166666667,0,csv
16001RoyR GrahamGrahamC16001???,85,9,6,0,0,0.188,0.095744681,0.063829787,0,,csv
16001WayneW GrahamGraham3B16001???,55,3,6,0,0,0.127,0.051724138,0.103448276,0,,csv
16001BillB GrahamGrahamP16001???,8,0,2,0,0,0.125,0,0.25,0,,csv
16001BillB GrahameGrahameP16001???,118,6,,0,,0.144,0.048387097,,,,csv
16001JoeJ GraheGraheP16001???,19,1,6,0,0,0.316,0.05,0.3,0,,csv
16001TommyT GramlyGramlyP16001???,0,0,0,0,0,0,,,,,csv
16001HankH GramppGramppP16001???,0,0,0,0,,0,,,,,csv
16001JeffJ GrangerGrangerP16001???,0,0,0,0,0,0,,,,,csv
16001GeorgeG GrantGrantP16001???,104,1,38,0,0,0.135,0.00952381,0.361904762,0,,csv
16001JimJ GrantGrantP16001???,1,0,0,0,0,0,0,0,0,,csv
16001MarkM GrantGrantP16001???,104,10,46,0,0,0.067,0.087719298,0.403508772,0,,csv
16001TomT GrantGrantRF16001???,20,3,4,0,0,0.15,0.130434783,0.173913043,0,,csv
16001RickR GrapenthinGrapenthinP16001???,7,0,1,0,0,0.286,0,0.142857143,0,,csv
16001LouL GrasmickGrasmickP16001???,1,0,0,0,,1,0,0,,,csv
16001DonD GrateGrateP16001???,4,1,1,0,,0,0.2,0.2,,,csv
16001MarkM GraterGraterP16001???,0,0,0,0,0,0,,,,,csv
16001LewL GraulichGraulichC16001???,26,1,2,0,,0.308,0.037037037,0.074074074,,,csv
16001FrankF GravesGravesC16001???,138,7,48,11,,0.152,0.048275862,0.331034483,,,csv
16001JoeJ GravesGraves3B16001???,5,0,1,0,,0,0,0.2,,,csv
16001SidS GravesGravesOF16001???,20,0,1,1,,0.25,0,0.05,,,csv
16001CharlieC GrayGrayP16001???,15,0,5,0,,0.2,0,0.333333333,,,csv
16001DaveD GrayGrayP16001???,1,0,0,0,0,1,0,0,0,,csv
16001ChummyC GrayGrayP16001???,26,3,,0,,0.038,0.103448276,,,,csv
16001JeffJ GrayGrayP16001???,1,0,0,0,0,0,0,0,0,,csv
16001JohnnyJ GrayGrayP16001???,47,1,21,0,0,0.043,0.020833333,0.4375,0,,csv
16001MiltM GrayGrayC16001???,6,0,1,0,0,0,0,0.166666667,0,,csv
16001PeteP GrayGrayLF16001???,234,13,11,5,6,0.218,0.052631579,0.044534413,0.044534413,0.454545455,csv
16001StanS GrayGray1B16001???,20,0,3,0,,0.25,0,0.15,,,csv
16001TedT GrayGrayP16001???,370,26,123,0,0,0.159,0.065656566,0.310606061,0,,csv
16001DollyD GrayGrayP16001???,218,9,,0,,0.202,0.039647577,,,,csv
16001BillB GreasonGreasonP16001???,15,4,0,0,0,0.267,0.210526316,0,0,,csv
16001ScarboroughS GreenGreenCF16001???,168,13,33,10,7,0.214,0.071823204,0.182320442,0.093922652,0.588235294,csv
16001ChrisC GreenGreenP16001???,0,0,0,0,0,0,,,,,csv
16001EdE GreenGreenP16001???,126,13,,7,,0.119,0.09352518,,,,csv
16001GaryG GreenGreenSS16001???,180,9,38,1,2,0.222,0.047619048,0.201058201,0.015873016,0.333333333,csv
16001DallasD GreenGreenP16001???,142,11,62,1,0,0.12,0.071895425,0.405228758,0.006535948,1,csv
16001HarveyH GreenGreenP16001???,0,0,0,0,,0,,,,,csv
16001JamesJ GreenGreen3B16001???,36,0,,,,0.139,0,,,,csv
16001JoeJ GreenGreenPH16001???,1,0,0,0,0,0,0,0,0,,csv
16001CharlieC GreeneGreeneC16001???,75,5,25,0,0,0.173,0.0625,0.3125,0,,csv
16001JuneJ GreeneGreeneP16001???,25,5,5,0,,0.28,0.166666667,0.166666667,,,csv
16001NelsonN GreeneGreeneP16001???,8,0,3,0,0,0.25,0,0.375,0,,csv
16001PaddyP GreeneGreene3B16001???,81,2,,2,,0.185,0.024096386,,,,csv
16001KentK GreenfieldGreenfieldP16001???,237,9,70,0,0,0.101,0.036585366,0.284552846,0,,csv
16001JohnJ GreenigGreenigP16001???,3,0,2,0,,0,0,0.666666667,,,csv
16001BobB GreenwoodGreenwoodP16001???,10,2,6,0,0,0,0.166666667,0.5,0,,csv
16001BrianB GreerGreerCF16001???,4,0,2,0,0,0,0,0.5,0,,csv
16001KennyK GreerGreerP16001???,1,0,1,0,0,0,0,1,0,,csv
16001DaveD GreggGreggP16001???,0,0,0,0,,0,,,,,csv
16001VeanV GreggGreggP16001???,457,11,58,2,1,0.171,0.023504274,0.123931624,0.006410256,0.666666667,csv
16001FrankF GregoryGregoryP16001???,5,1,3,0,,0.2,0.166666667,0.5,,,csv
16001LeeL GregoryGregoryP16001???,13,3,6,0,1,0.077,0.1875,0.375,0.0625,0,csv
16001HowieH GregoryGregoryP16001???,2,0,,0,,0,0,,,,csv
16001PaulP GregoryGregoryP16001???,73,4,11,0,0,0.11,0.051948052,0.142857143,0,,csv
16001BillB GreifGreifP16001???,166,17,73,0,0,0.072,0.092896175,0.398907104,0,,csv
16001BillB GrevellGrevellP16001???,5,0,4,0,,0,0,0.8,,,csv
16001ReddyR GreyGreyLF16001???,3,1,,0,,0.333,0.25,,,,csv
16001TimT GriesenbeckGriesenbeckC16001???,3,0,0,0,0,0.333,0,0,0,,csv
16001LeeL GriffethGriffethP16001???,1,1,0,0,0,0,0.5,0,0,,csv
16001IvyI GriffinGriffin1B16001???,638,25,65,4,5,0.257,0.037707391,0.098039216,0.013574661,0.444444444,csv
16001HankH GriffinGriffinP16001???,30,1,3,0,,0.233,0.032258065,0.096774194,,,csv
16001MartyM GriffinGriffinP16001???,13,0,3,0,0,0.308,0,0.230769231,0,,csv
16001MikeM GriffinGriffinP16001???,15,0,9,0,0,0.2,0,0.6,0,,csv
16001PatP GriffinGriffinP16001???,0,0,0,0,,0,,,,,csv
16001ThomasT GriffinGriffin1B16001???,41,3,,,,0.22,0.068181818,,,,csv
16001FrankF GriffithGriffithP16001???,25,1,5,0,,0.32,0.038461538,0.192307692,,,csv
16001HalH GriggsGriggsP16001???,79,3,45,0,1,0.089,0.036585366,0.548780488,0.012195122,0,csv
16001GuidoG GrilliGrilliP16001???,2,0,1,0,0,0.5,0,0.5,0,,csv
17001MickeyM GasperGasper2B17001???,83,12,25,1,0,0.12,0.126315789,0.263157895,0.010526316,1,csv
17002ZachZ PopPopP17002???,1,0,1,0,0,0,0,1,0,,csv
17002MichaelM SorokaSorokaP17002???,60,2,23,0,0,0.083,0.032258065,0.370967742,0,,csv
17002DalierD HinojosaHinojosaP17002???,0,0,0,0,0,0,,,,,csv
17002Lu?sL MaderoMaderoP17002???,1,0,0,0,0,0,0,0,0,,csv
17002DarwinzonD Hern?ndezHern?ndezP17002???,0,0,0,0,0,0,,,,,csv
17002J.C.J Mej?aMej?aP17002???,1,0,1,0,0,0,0,1,0,,csv
17002BryanB AbreuAbreuP17002???,0,0,0,0,0,0,,,,,csv
17002MichaelM KingKingP17002???,0,0,0,0,0,0,,,,,csv
17002AaronA CivaleCivaleP17002???,3,1,2,0,0,0,0.25,0.5,0,,csv
17002HumbertoH Mej?aMej?aP17002???,7,0,2,0,0,0.143,0,0.285714286,0,,csv
17002Jos?J QuijadaQuijadaP17002???,1,0,1,0,0,0,0,1,0,,csv
17002LuisL EscobarEscobarP17002???,2,0,1,0,0,0,0,0.5,0,,csv
17002EdgarE SantanaSantanaP17002???,1,0,1,0,0,0,0,1,0,,csv
17002G?nesisG CabreraCabreraP17002???,4,0,4,0,0,0,0,1,0,,csv
17002DiegoD CastilloCastilloP17002???,2,0,2,0,0,0,0,1,0,,csv
17002CristopherC S?nchezS?nchezP17002???,0,0,0,0,0,0,,,,,csv
17002MarcosM Dipl?nDipl?nP17002???,0,0,0,0,0,0,,,,,csv
17002DanielD DuarteDuarteP17002???,0,0,0,0,0,0,,,,,csv
17002ManuelM Rodr?guezRodr?guezP17002???,1,0,1,0,0,0,0,1,0,,csv
17002AlbertA AbreuAbreuP17002???,0,0,0,0,0,0,,,,,csv
17002DanD AltavillaAltavillaP17002???,0,0,0,0,0,0,,,,,csv
17002CharlieC BarnesBarnesP17002???,1,0,1,0,0,0,0,1,0,,csv
17002JalenJ BeeksBeeksP17002???,5,0,3,0,0,0,0,0.6,0,,csv
17002BrandonB BielakBielakP17002???,0,0,0,0,0,0,,,,,csv
17002JakeJ BirdBirdP17002???,0,0,0,0,0,0,,,,,csv
17002JeffJ BrighamBrighamP17002???,4,0,2,0,0,0.25,0,0.5,0,,csv
17002J.B.J BukauskasBukauskasP17002???,0,0,0,0,0,0,,,,,csv
17002GriffinG CanningCanningP17002???,2,0,1,0,0,0,0,0.5,0,,csv
17002DrewD CarltonCarltonP17002???,0,0,0,0,0,0,,,,,csv
17002DylanD CeaseCeaseP17002???,8,0,3,0,0,0.375,0,0.375,0,,csv
17002SamS CoonrodCoonrodP17002???,1,0,1,0,0,0,0,1,0,,csv
17002TuckerT DavidsonDavidsonP17002???,6,0,6,0,0,0,0,1,0,,csv
17002AustinA DavisDavisP17002???,3,1,3,0,0,0,0.25,0.75,0,,csv
17002GregG DeichmannDeichmannOF17002???,30,1,14,0,0,0.133,0.032258065,0.451612903,0,,csv
17002J.P.J FeyereisenFeyereisenP17002???,0,0,0,0,0,0,,,,,csv
17002TylerT GilbertGilbertP17002???,9,0,6,0,0,0,0,0.666666667,0,,csv
17002LucasL GilbreathGilbreathP17002???,0,0,0,0,0,0,,,,,csv
17002KevinK GinkelGinkelP17002???,0,0,0,0,0,0,,,,,csv
17002TaylorT GushueGushueC17002???,4,0,3,0,0,0,0,0.75,0,,csv
17002SamS HentgesHentgesP17002???,1,0,1,0,0,0,0,1,0,,csv
17002JeffJ HoffmanHoffmanP17002???,77,0,31,0,0,0.13,0,0.402597403,0,,csv
17002JonathanJ HolderHolderP17002???,0,0,0,0,0,0,,,,,csv
17002JordanJ HollowayHollowayP17002???,10,0,6,0,0,0.1,0,0.6,0,,csv
17002TannerT HouckHouckP17002???,1,0,1,0,0,0,0,1,0,,csv
17002ScottS HurstHurstOF17002???,5,0,1,0,0,0,0,0.2,0,,csv
17002AndreA JacksonJacksonP17002???,4,0,3,0,0,0,0,0.75,0,,csv
17002MitchM KellerKellerP17002???,38,2,17,0,0,0.079,0.05,0.425,0,,csv
17002GabeG KlobositsKlobositsP17002???,0,0,0,0,0,0,,,,,csv
17002MichaelM KopechKopechP17002???,1,0,0,0,0,0,0,0,0,,csv
17002AlexA LangeLangeP17002???,0,0,0,0,0,0,,,,,csv
17002JacobJ LatzLatzP17002???,0,0,0,0,0,0,,,,,csv
17002BrettB MartinMartinP17002???,0,0,0,0,0,0,,,,,csv
17002CorbinCo MartinMartinP17002???,4,0,3,0,0,0.25,0,0.75,0,,csv
17002AlexA McRaeMcRaeP17002???,8,0,3,0,0,0.25,0,0.375,0,,csv
17002TrevorT MegillMegillP17002???,0,0,0,0,0,0,,,,,csv
17002TylorT MegillMegillP17002???,28,1,17,0,0,0.214,0.034482759,0.586206897,0,,csv
17002BenB MeyerMeyerP17002???,1,0,0,0,0,0,0,0,0,,csv
17002JordanJ MontgomeryMontgomeryP17002???,7,2,6,0,0,0,0.222222222,0.666666667,0,,csv
17002SeanS NewcombNewcombP17002???,81,3,57,0,0,0.037,0.035714286,0.678571429,0,,csv
17002JacobJ NixNixP17002???,15,0,11,0,0,0,0,0.733333333,0,,csv
17002JamesJ NorwoodNorwoodP17002???,4,0,1,0,0,0,0,0.25,0,,csv
17002ConnorC OvertonOvertonP17002???,1,0,0,0,0,1,0,0,0,,csv
17002KevinK PadloPadlo3B17002???,54,3,19,0,0,0.111,0.052631579,0.333333333,0,,csv
17002DavidD PetersonPetersonP17002???,16,0,10,0,0,0.063,0,0.625,0,,csv
17002DrewD RasmussenRasmussenP17002???,4,0,1,0,0,0.25,0,0.25,0,,csv
17002SeanS Reid-FoleyReid-FoleyP17002???,4,2,4,0,0,0,0.333333333,0.666666667,0,,csv
17002TannerTan ScottScottP17002???,0,0,0,0,0,0,,,,,csv
17002JustusJ SheffieldSheffieldP17002???,4,0,3,0,0,0.25,0,0.75,0,,csv
17002ChadC SobotkaSobotkaP17002???,3,0,2,0,0,0.333,0,0.666666667,0,,csv
17002PeterP SolomonSolomonP17002???,0,0,0,0,0,0,,,,,csv
17002BennettB SousaSousaP17002???,0,0,0,0,0,0,,,,,csv
17002JustinJ SteeleSteeleP17002???,13,0,4,0,0,0.154,0,0.307692308,0,,csv
17002TroyT StokesStokesLF17002???,18,1,5,1,0,0.111,0.052631579,0.263157895,0.052631579,1,csv
17002ErikE SwansonSwansonP17002???,2,0,1,0,0,0,0,0.5,0,,csv
17002JoshJ TaylorTaylorP17002???,0,0,0,0,0,0,,,,,csv
17002RyanR ThompsonThompsonP17002???,0,0,0,0,0,0,,,,,csv
17002ToukiT ToussaintToussaintP17002???,34,2,21,0,0,0.029,0.055555556,0.583333333,0,,csv
17002JacobJ WebbWebbP17002???,3,0,3,0,0,0,0,1,0,,csv
17002AustenA WilliamsWilliamsP17002???,0,0,0,0,0,0,,,,,csv
17002MarcusM WilsonWilsonCF17002???,5,1,4,0,0,0.2,0.166666667,0.666666667,0,,csv
17002KyleK WrightWrightP17002???,9,0,5,0,0,0.111,0,0.555555556,0,,csv
17002JordanJ YamamotoYamamotoP17002???,23,1,10,0,0,0.087,0.041666667,0.416666667,0,,csv
17002MarkM ZagunisZagunisRF17002???,55,9,23,2,0,0.2,0.140625,0.359375,0.03125,1,csv
17002ZacZ CurtisCurtisP17002???,0,0,0,0,0,0,,,,,csv
17002JakeJ JewellJewellP17002???,1,0,1,0,0,0,0,1,0,,csv
17002JulianJ MerryweatherMerryweatherP17002???,0,0,0,0,0,0,,,,,csv
17002BrianB O'KeefeO'KeefeC17002???,22,3,9,0,0,0.136,0.12,0.36,0,,csv
17002ClarkeC SchmidtSchmidtP17002???,1,1,1,0,0,0,0.5,0.5,0,,csv
17002MikeM BaumannBaumannP17002???,0,0,0,0,0,0,,,,,csv
17002BrennanB BernardinoBernardinoP17002???,0,0,0,0,0,0,,,,,csv
17002JohnJ BormannBormannC17002???,1,0,1,0,0,0,0,1,0,,csv
17002MontanaM DuRapauDuRapauP17002???,4,0,2,0,0,0.25,0,0.5,0,,csv
17002CalebC FergusonFergusonP17002???,7,0,3,0,0,0.286,0,0.428571429,0,,csv
17002TrevorT HildenbergerHildenbergerP17002???,0,0,0,0,0,0,,,,,csv
17002TimT HillHillP17002???,2,0,2,0,0,0,0,1,0,,csv
17002JoshJ JamesJamesP17002???,0,0,0,0,0,0,,,,,csv
17002BraxtonB LeeLeeLF17002???,17,1,8,0,0,0.176,0.055555556,0.444444444,0,,csv
17002GregG MahleMahleP17002???,0,0,0,0,0,0,,,,,csv
17002KyleK McGrathMcGrathP17002???,1,0,0,0,0,0,0,0,0,,csv
17002JoeJ RyanRyanP17002???,2,0,2,0,0,0,0,1,0,,csv
17002ConnorC SeaboldSeaboldP17002???,0,0,0,0,0,0,,,,,csv
17002JerryG VastoVastoP17002???,0,0,0,0,0,0,,,,,csv
17002EdgarE Garc?aGarc?aP17002???,0,0,0,0,0,0,,,,,csv
17002AdonisA MedinaMedinaP17002???,1,0,1,0,0,0,0,1,0,,csv
17002JuniorJun Fern?ndezFern?ndezP17002???,1,0,1,0,0,0,0,1,0,,csv
17002PedroP AvilaAvilaP17002???,2,0,1,0,0,0,0,0.5,0,,csv
17002DinelsonD LametLametP17002???,62,1,39,0,0,0.097,0.015873016,0.619047619,0,,csv
17002ShintaroS FujinamiFujinamiP17002???,0,0,0,0,0,0,,,,,csv
17002Hyeon-JongH YangYangP17002???,0,0,0,0,0,0,,,,,csv
17002JorgeJ Guzm?nGuzm?nP17002???,0,0,0,0,0,0,,,,,csv
